# Indexación de las piezas: (ancho, largo)
# Pieza #0 con dimensiones (15, 15)
# Pieza #1 con dimensiones (1, 15)
# Pieza #2 con dimensiones (14, 15)
# Pieza #3 con dimensiones (2, 15)
# Pieza #4 con dimensiones (13, 15)
# Pieza #5 con dimensiones (3, 15)
# Pieza #6 con dimensiones (12, 15)
# Pieza #7 con dimensiones (4, 15)
# Pieza #8 con dimensiones (11, 15)
# Pieza #9 con dimensiones (5, 15)
# Pieza #10 con dimensiones (10, 15)
# Pieza #11 con dimensiones (6, 15)
# Pieza #12 con dimensiones (9, 15)
# Pieza #13 con dimensiones (7, 15)
# Pieza #14 con dimensiones (8, 15)
# Pieza #15 con dimensiones (1, 1)
# Pieza #16 con dimensiones (14, 1)
# Pieza #17 con dimensiones (2, 1)
# Pieza #18 con dimensiones (13, 1)
# Pieza #19 con dimensiones (3, 1)
# Pieza #20 con dimensiones (12, 1)
# Pieza #21 con dimensiones (4, 1)
# Pieza #22 con dimensiones (11, 1)
# Pieza #23 con dimensiones (5, 1)
# Pieza #24 con dimensiones (10, 1)
# Pieza #25 con dimensiones (6, 1)
# Pieza #26 con dimensiones (9, 1)
# Pieza #27 con dimensiones (7, 1)
# Pieza #28 con dimensiones (8, 1)
# Pieza #29 con dimensiones (14, 14)
# Pieza #30 con dimensiones (2, 14)
# Pieza #31 con dimensiones (13, 14)
# Pieza #32 con dimensiones (3, 14)
# Pieza #33 con dimensiones (12, 14)
# Pieza #34 con dimensiones (4, 14)
# Pieza #35 con dimensiones (11, 14)
# Pieza #36 con dimensiones (5, 14)
# Pieza #37 con dimensiones (10, 14)
# Pieza #38 con dimensiones (6, 14)
# Pieza #39 con dimensiones (9, 14)
# Pieza #40 con dimensiones (7, 14)
# Pieza #41 con dimensiones (8, 14)
# Pieza #42 con dimensiones (2, 2)
# Pieza #43 con dimensiones (13, 2)
# Pieza #44 con dimensiones (3, 2)
# Pieza #45 con dimensiones (12, 2)
# Pieza #46 con dimensiones (4, 2)
# Pieza #47 con dimensiones (11, 2)
# Pieza #48 con dimensiones (5, 2)
# Pieza #49 con dimensiones (10, 2)
# Pieza #50 con dimensiones (6, 2)
# Pieza #51 con dimensiones (9, 2)
# Pieza #52 con dimensiones (7, 2)
# Pieza #53 con dimensiones (8, 2)
# Pieza #54 con dimensiones (13, 13)
# Pieza #55 con dimensiones (3, 13)
# Pieza #56 con dimensiones (12, 13)
# Pieza #57 con dimensiones (4, 13)
# Pieza #58 con dimensiones (11, 13)
# Pieza #59 con dimensiones (5, 13)
# Pieza #60 con dimensiones (10, 13)
# Pieza #61 con dimensiones (6, 13)
# Pieza #62 con dimensiones (9, 13)
# Pieza #63 con dimensiones (7, 13)
# Pieza #64 con dimensiones (8, 13)
# Pieza #65 con dimensiones (3, 3)
# Pieza #66 con dimensiones (12, 3)
# Pieza #67 con dimensiones (4, 3)
# Pieza #68 con dimensiones (11, 3)
# Pieza #69 con dimensiones (5, 3)
# Pieza #70 con dimensiones (10, 3)
# Pieza #71 con dimensiones (6, 3)
# Pieza #72 con dimensiones (9, 3)
# Pieza #73 con dimensiones (7, 3)
# Pieza #74 con dimensiones (8, 3)
# Pieza #75 con dimensiones (12, 12)
# Pieza #76 con dimensiones (4, 12)
# Pieza #77 con dimensiones (11, 12)
# Pieza #78 con dimensiones (5, 12)
# Pieza #79 con dimensiones (10, 12)
# Pieza #80 con dimensiones (6, 12)
# Pieza #81 con dimensiones (9, 12)
# Pieza #82 con dimensiones (7, 12)
# Pieza #83 con dimensiones (8, 12)
# Pieza #84 con dimensiones (4, 4)
# Pieza #85 con dimensiones (11, 4)
# Pieza #86 con dimensiones (5, 4)
# Pieza #87 con dimensiones (10, 4)
# Pieza #88 con dimensiones (6, 4)
# Pieza #89 con dimensiones (9, 4)
# Pieza #90 con dimensiones (7, 4)
# Pieza #91 con dimensiones (8, 4)
# Pieza #92 con dimensiones (11, 11)
# Pieza #93 con dimensiones (5, 11)
# Pieza #94 con dimensiones (10, 11)
# Pieza #95 con dimensiones (6, 11)
# Pieza #96 con dimensiones (9, 11)
# Pieza #97 con dimensiones (7, 11)
# Pieza #98 con dimensiones (8, 11)
# Pieza #99 con dimensiones (5, 5)
# Pieza #100 con dimensiones (10, 5)
# Pieza #101 con dimensiones (6, 5)
# Pieza #102 con dimensiones (9, 5)
# Pieza #103 con dimensiones (7, 5)
# Pieza #104 con dimensiones (8, 5)
# Pieza #105 con dimensiones (10, 10)
# Pieza #106 con dimensiones (6, 10)
# Pieza #107 con dimensiones (9, 10)
# Pieza #108 con dimensiones (7, 10)
# Pieza #109 con dimensiones (8, 10)
# Pieza #110 con dimensiones (6, 6)
# Pieza #111 con dimensiones (9, 6)
# Pieza #112 con dimensiones (7, 6)
# Pieza #113 con dimensiones (8, 6)
# Pieza #114 con dimensiones (9, 9)
# Pieza #115 con dimensiones (7, 9)
# Pieza #116 con dimensiones (8, 9)
# Pieza #117 con dimensiones (7, 7)
# Pieza #118 con dimensiones (8, 7)
# Pieza #119 con dimensiones (8, 8)

# Parámetro platos
param Platos 119;

# Demanda
set JJ 48 50 42;
param Dem[48] 10;
param Dem[50] 5;
param Dem[42] 8;

# Parámetro a
param a[1,0,1,1] 1;
param a[1,0,1,2] 1;
param a[1,0,2,3] 1;
param a[1,0,2,4] 1;
param a[1,0,3,5] 1;
param a[1,0,3,6] 1;
param a[1,0,4,7] 1;
param a[1,0,4,8] 1;
param a[1,0,5,9] 1;
param a[1,0,5,10] 1;
param a[1,0,6,11] 1;
param a[1,0,6,12] 1;
param a[1,0,7,13] 1;
param a[1,0,7,14] 1;
param a[1,0,8,14] 1;
param a[1,0,8,13] 1;
param a[1,0,9,12] 1;
param a[1,0,9,11] 1;
param a[1,0,10,10] 1;
param a[1,0,10,9] 1;
param a[1,0,11,8] 1;
param a[1,0,11,7] 1;
param a[1,0,12,6] 1;
param a[1,0,12,5] 1;
param a[1,0,13,4] 1;
param a[1,0,13,3] 1;
param a[1,0,14,2] 1;
param a[1,0,14,1] 1;
param a[0,0,1,1] 1;
param a[0,0,1,2] 1;
param a[0,0,2,3] 1;
param a[0,0,2,4] 1;
param a[0,0,3,5] 1;
param a[0,0,3,6] 1;
param a[0,0,4,7] 1;
param a[0,0,4,8] 1;
param a[0,0,5,9] 1;
param a[0,0,5,10] 1;
param a[0,0,6,11] 1;
param a[0,0,6,12] 1;
param a[0,0,7,13] 1;
param a[0,0,7,14] 1;
param a[0,0,8,14] 1;
param a[0,0,8,13] 1;
param a[0,0,9,12] 1;
param a[0,0,9,11] 1;
param a[0,0,10,10] 1;
param a[0,0,10,9] 1;
param a[0,0,11,8] 1;
param a[0,0,11,7] 1;
param a[0,0,12,6] 1;
param a[0,0,12,5] 1;
param a[0,0,13,4] 1;
param a[0,0,13,3] 1;
param a[0,0,14,2] 1;
param a[0,0,14,1] 1;
param a[0,1,1,15] 1;
param a[0,1,1,16] 1;
param a[0,1,2,17] 1;
param a[0,1,2,18] 1;
param a[0,1,3,19] 1;
param a[0,1,3,20] 1;
param a[0,1,4,21] 1;
param a[0,1,4,22] 1;
param a[0,1,5,23] 1;
param a[0,1,5,24] 1;
param a[0,1,6,25] 1;
param a[0,1,6,26] 1;
param a[0,1,7,27] 1;
param a[0,1,7,28] 1;
param a[0,1,8,28] 1;
param a[0,1,8,27] 1;
param a[0,1,9,26] 1;
param a[0,1,9,25] 1;
param a[0,1,10,24] 1;
param a[0,1,10,23] 1;
param a[0,1,11,22] 1;
param a[0,1,11,21] 1;
param a[0,1,12,20] 1;
param a[0,1,12,19] 1;
param a[0,1,13,18] 1;
param a[0,1,13,17] 1;
param a[0,1,14,16] 1;
param a[0,1,14,15] 1;
param a[1,2,1,1] 1;
param a[1,2,1,4] 1;
param a[1,2,2,3] 1;
param a[1,2,2,6] 1;
param a[1,2,3,5] 1;
param a[1,2,3,8] 1;
param a[1,2,4,7] 1;
param a[1,2,4,10] 1;
param a[1,2,5,9] 1;
param a[1,2,5,12] 1;
param a[1,2,6,11] 1;
param a[1,2,6,14] 1;
param a[1,2,7,13] 2;
param a[1,2,8,14] 1;
param a[1,2,8,11] 1;
param a[1,2,9,12] 1;
param a[1,2,9,9] 1;
param a[1,2,10,10] 1;
param a[1,2,10,7] 1;
param a[1,2,11,8] 1;
param a[1,2,11,5] 1;
param a[1,2,12,6] 1;
param a[1,2,12,3] 1;
param a[1,2,13,4] 1;
param a[1,2,13,1] 1;
param a[0,2,1,16] 1;
param a[0,2,1,29] 1;
param a[0,2,2,30] 1;
param a[0,2,2,31] 1;
param a[0,2,3,32] 1;
param a[0,2,3,33] 1;
param a[0,2,4,34] 1;
param a[0,2,4,35] 1;
param a[0,2,5,36] 1;
param a[0,2,5,37] 1;
param a[0,2,6,38] 1;
param a[0,2,6,39] 1;
param a[0,2,7,40] 1;
param a[0,2,7,41] 1;
param a[0,2,8,41] 1;
param a[0,2,8,40] 1;
param a[0,2,9,39] 1;
param a[0,2,9,38] 1;
param a[0,2,10,37] 1;
param a[0,2,10,36] 1;
param a[0,2,11,35] 1;
param a[0,2,11,34] 1;
param a[0,2,12,33] 1;
param a[0,2,12,32] 1;
param a[0,2,13,31] 1;
param a[0,2,13,30] 1;
param a[0,2,14,29] 1;
param a[0,2,14,16] 1;
param a[1,3,1,1] 2;
param a[0,3,1,17] 1;
param a[0,3,1,30] 1;
param a[0,3,2,42] 1;
param a[0,3,2,43] 1;
param a[0,3,3,44] 1;
param a[0,3,3,45] 1;
param a[0,3,4,46] 1;
param a[0,3,4,47] 1;
param a[0,3,5,48] 1;
param a[0,3,5,49] 1;
param a[0,3,6,50] 1;
param a[0,3,6,51] 1;
param a[0,3,7,52] 1;
param a[0,3,7,53] 1;
param a[0,3,8,53] 1;
param a[0,3,8,52] 1;
param a[0,3,9,51] 1;
param a[0,3,9,50] 1;
param a[0,3,10,49] 1;
param a[0,3,10,48] 1;
param a[0,3,11,47] 1;
param a[0,3,11,46] 1;
param a[0,3,12,45] 1;
param a[0,3,12,44] 1;
param a[0,3,13,43] 1;
param a[0,3,13,42] 1;
param a[0,3,14,30] 1;
param a[0,3,14,17] 1;
param a[1,4,1,1] 1;
param a[1,4,1,6] 1;
param a[1,4,2,3] 1;
param a[1,4,2,8] 1;
param a[1,4,3,5] 1;
param a[1,4,3,10] 1;
param a[1,4,4,7] 1;
param a[1,4,4,12] 1;
